# instance_id=u10_t80,n_usvs=10,n_tasks=80,seed=2026051923
# battery_capacity=3402.2635729625,battery_policy=max_single_trip_energy,battery_safety_factor=1.20,max_single_trip_energy=2835.2196441354,farthest_task_id=23,map_width=1000,map_height=1000,speed=5.0,charge_time=10.0,energy_cost_per_distance=1.0,energy_cost_per_task_time=5.0
task_id,x,y,t1,t2,t3
0,611.6169185539183,181.85340208403323,8.739222625949484,11.86467600418283,13.7398356126094
1,978.8020843186698,954.3599563220549,11.892725605812407,16.181084973348973,18.938182390422316
2,634.366025325239,576.2100261979928,7.193795609665752,8.93584289775508,10.8662481756619
3,881.7616578404178,46.98436238964909,9.27470135464371,11.18347442407867,14.024772079581243
4,496.51668463602573,940.2576863519317,10.106214190457855,11.641716441531944,13.01033197086747
5,713.6413886870188,697.5763751210422,8.110184926080164,9.759551300891019,11.66698107224689
6,371.5717001900797,994.2963771473941,9.360641247692405,12.277199127309103,14.820831955129034
7,905.4703238392601,745.2085799649701,13.111217394308026,18.61613281201339,22.31693165171878
8,581.0614249806031,868.4397441073035,11.58059642332847,14.287250375857724,15.92208490626625
9,193.52412386418237,191.12289448932594,7.1321117079903225,9.63385545031097,12.480632131303688
10,674.3665103544005,245.6941690198622,14.068071133047408,17.837081661778356,20.022125369501733
11,315.87620433957943,146.99830188180096,6.696318688836698,7.759255354128293,9.641947649022848
12,635.6045123321891,106.28629953421931,13.685070347097957,16.206383214446575,20.39801570045167
13,646.025887946664,350.9934796236405,15.2289384879265,19.896537321522086,24.117198381803078
14,989.679901737135,168.08791103005493,14.915856245716107,17.169697010158743,21.36923443017641
15,551.0151198923761,424.29599025835296,8.38197811640495,9.688067281432973,10.973389139169397
16,16.579649957719766,190.4798213001553,8.858778697831648,11.735148443031925,15.142494920578896
17,254.21347186049758,557.6818085452057,4.328232235659249,5.479520945792977,6.975809649504131
18,430.15402935863256,152.16014365504503,14.956903937765928,17.67411254692344,21.583107710183967
19,194.32976928670732,829.2138527339088,9.447679858009701,11.554273286481289,14.68844099215321
20,657.6764469039051,746.4324604976881,13.835840482024485,17.536559897890736,20.031392220773576
21,844.2089171228729,232.3428139439716,4.8103365120414585,6.100610397172006,7.222484694965454
22,27.00703687882333,371.28131083317106,6.917474634392426,8.5852120065007,10.158873454109822
23,988.097185941935,982.617020787099,7.575636000476164,9.867291706154486,11.248268315493322
24,216.62672133969807,930.6747943178171,6.640756279201721,8.612363074525028,10.171709686558362
25,455.27412528051923,902.5339374178283,15.55776053067571,18.845707983944564,22.86077029460575
26,471.5033844086333,212.60051108023637,5.487510478509377,6.829393680319709,8.861876090484952
27,856.6385493564993,871.6923109397185,15.632815733284138,19.42244669620186,21.97120247578451
28,349.80414376564005,810.4905393322729,3.60155886544967,5.10193102393578,6.000892409552014
29,924.36045793652,589.9872971672188,15.802250683797448,19.091045615768756,24.292564298624203
30,529.676730145551,576.5513334798252,12.427367358108583,14.078277292502582,16.383192178257943
31,467.3716983176928,449.86417557841065,4.897970353807669,6.842585394023326,8.369831412268377
32,298.0582678768353,176.6599264324441,8.838751802527186,11.073278709471913,14.22920720866965
33,753.833534439698,673.7228412960181,4.93015198125035,6.266893525721525,7.852880174201466
34,200.63156022308337,322.34602883802523,7.359749582021023,10.336807299067843,13.388087287310006
35,890.3376103010385,822.6336444537293,4.097759993089965,5.760739673260213,7.271558843037545
36,668.7626618818801,954.9297961652106,6.133162210140548,7.301154265454748,8.43587850457512
37,195.31698283459608,604.05679748378,6.946632008208731,8.828503870838974,9.933457659611735
38,239.63406657443298,588.0723286180576,11.829852231792053,16.619277710872076,19.781336047958106
39,188.32291219975073,175.03284127078612,9.546408676513112,12.290395887261882,15.0809848316719
40,692.4476728670189,552.2655136838804,7.410970832010974,8.933152223938782,10.79778855368246
41,342.8073856209365,532.421090915028,13.067860195972328,15.225819090150791,17.879077659766935
42,22.043292129031112,45.643537344105866,9.984210688551832,12.337013556589604,14.129743510558058
43,761.4522988132888,46.623583402390366,16.412175504397112,18.93096467682969,24.265799878288885
44,449.98419499423994,133.45137248948924,4.874170555729637,6.757346071946651,7.910959725151504
45,959.4450291194582,615.5447502565438,7.071875299114631,9.696966698228517,12.219549469249202
46,506.701124943763,257.9879523732449,7.9040742614941175,9.250925106187399,10.804936405778125
47,638.3242449442702,392.2097511325725,3.912720873770726,5.245782683984462,5.807537958053628
48,842.7975299703544,952.4103588150551,5.175416060337649,6.690044738584071,8.504327739111137
49,317.2459345606492,975.6708420639707,8.433582713591,11.659989080536963,14.742359155477653
50,780.1603816266179,703.9479868727221,8.868166777463765,11.72464922741855,14.03083469104063
51,132.48469154446997,506.7036548522922,5.110665557529638,6.698426737602494,7.811214421827422
52,471.9443160398302,751.6463274046524,8.920528706502736,11.013095607841926,13.172501765398868
53,770.9300342176424,39.33171339624975,7.313195050916264,10.064235528930432,11.833859799600917
54,441.7561486580609,376.71312966614045,12.127964339955518,17.119944958958925,22.18123096435
55,562.8176931959307,534.2659902784291,4.98592478421855,7.0336603736853744,8.363980220516554
56,575.4106482650734,947.9267285492352,7.80399061370719,9.34291959425915,11.810560477291299
57,832.2583189879101,901.1739173316723,11.56557184714235,14.065493918874012,18.093745964858275
58,224.79499660604407,842.9488372899064,9.810268900425132,11.242374956109936,14.10844254175716
59,824.9057203725127,196.5432341127168,7.581428692245539,8.700934821292844,10.943699935410486
60,283.49494523946464,403.51505542940134,13.621677490682103,19.211032024099232,22.081995330744984
61,227.4923326464835,421.37768180824065,5.835490891770989,8.04979943189588,9.390084814605089
62,748.5631198165033,717.1717698465121,5.682010234329027,7.7116319879314155,9.069263021390144
63,77.04605678041598,616.9505210381546,5.212942908884893,6.5507993012845205,8.453626862779988
64,929.1351606488162,985.4895113202639,15.171287636094664,18.381926308212186,21.39695990817693
65,574.6705053749855,156.74800276982614,3.9390486758600693,5.05464372491112,5.583748500106937
66,287.59801391805087,909.936289737684,7.572944017556744,8.584261890572728,9.627074466409269
67,319.5937560235298,53.62042553126722,7.849629264028555,9.765084315198795,12.262149872843178
68,253.57097795768334,571.8039719538174,6.661358017068268,7.471318307299411,9.319232365244922
69,410.14754312204803,201.88824650319793,10.135991551464953,13.464948663005153,15.04888187821081
70,142.24946253844072,269.2568828683844,14.308602827391153,15.945390547773313,19.50178502916308
